,0
498,0.9
499,0.0
500,0.02
501,0.06
502,0.98
503,0.04
504,0.0
505,0.04
506,0.0
507,0.66
508,0.02
509,0.78
510,0.08
511,0.0
512,0.02
513,0.0
514,0.84
515,0.06
516,0.0
517,0.02
518,0.0
519,0.0
520,0.0
521,0.94
522,0.02
523,0.02
524,0.04
525,0.02
526,0.0
527,0.0
528,0.0
529,0.18
530,0.0
531,0.0
532,0.1
533,0.02
534,0.32
535,0.1
536,0.04
537,0.0
538,0.04
539,0.02
540,0.0
541,0.02
542,0.88
543,0.04
544,0.0
545,0.0
546,1.0
547,0.96
548,0.04
549,0.02
550,0.84
551,0.12
552,1.0
553,0.02
554,0.02
555,0.0
556,0.04
557,0.0
558,0.68
559,0.0
560,0.0
561,0.02
562,0.0
563,0.0
564,0.04
565,0.0
566,0.02
567,0.02
568,0.18
569,0.9
570,0.02
571,0.06
572,0.1
573,0.02
574,0.96
575,0.12
576,0.0
577,0.0
578,0.0
579,0.08
580,0.68
581,0.0
582,0.0
583,0.0
584,0.86
585,0.0
586,0.06
587,0.0
588,0.98
589,0.0
590,0.02
591,0.02
592,0.0
593,0.0
594,0.0
595,0.0
596,0.02
597,0.02
598,0.0
599,0.06
600,0.04
601,0.92
602,0.02
603,0.02
604,0.0
605,1.0
606,0.0
607,0.0
608,0.0
609,0.02
610,0.04
611,0.02
612,0.1
613,0.98
614,0.0
615,0.0
616,0.02
617,0.0
618,0.0
619,1.0
620,0.0
621,0.0
622,0.04
623,0.02
624,0.02
625,0.04
626,0.92
627,0.04
628,0.02
629,1.0
630,0.0
631,0.0
632,0.06
633,0.02
634,0.02
635,0.24
636,0.08
637,0.02
638,0.06
639,0.02
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.02
646,0.08
647,0.02
648,0.02
649,0.84
650,0.06
651,0.0
652,0.08
653,0.0
654,0.02
655,0.88
656,0.02
657,0.02
658,0.0
659,0.04
660,0.94
661,0.04
662,0.0
663,0.0
664,0.04
665,0.02
666,0.0
667,0.0
668,0.08
669,0.02
670,0.08
671,0.0
672,0.04
673,0.0
674,0.02
675,0.04
676,0.0
677,0.02
678,0.0
679,0.78
680,0.0
681,0.0
682,0.04
683,0.0
684,0.0
685,0.0
686,0.02
687,0.0
688,0.08
689,0.06
690,0.0
691,0.0
692,0.04
693,0.0
694,0.12
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.04
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.16
712,0.0
713,0.02
714,0.0
715,0.94
716,0.02
717,0.0
718,0.0
719,0.0
720,0.0
721,0.98
722,0.0
723,0.02
724,0.02
725,0.0
726,0.02
727,0.0
728,0.02
729,0.0
730,0.92
731,0.0
732,0.06
733,0.02
734,0.0
735,0.08
736,0.96
737,0.94
738,0.0
739,0.0
740,0.04
741,0.0
742,0.04
743,0.0
744,0.0
745,0.0
746,0.02
747,0.02
748,0.04
749,0.02
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.02
757,0.0
758,0.02
759,0.08
760,0.0
761,0.0
762,0.06
763,0.08
764,0.02
765,0.02
766,0.96
767,0.04
768,0.04
769,0.0
770,0.0
771,0.94
772,0.0
773,0.86
774,0.02
775,0.0
776,0.0
777,0.02
778,0.04
779,0.02
780,0.2
781,0.0
782,0.02
783,0.08
784,0.04
785,0.04
786,0.0
787,0.86
788,0.0
789,0.02
790,0.18
791,0.0
792,0.7
793,0.06
794,0.0
795,0.0
796,0.0
797,0.84
798,0.1
799,0.0
800,0.0
801,0.02
802,0.02
803,0.04
804,0.16
805,0.0
806,0.0
807,0.02
808,0.02
809,0.02
810,0.0
811,0.0
812,0.02
813,0.02
814,0.02
815,0.96
816,0.0
817,0.08
818,0.04
819,0.02
820,0.02
821,0.0
822,0.0
823,0.0
824,0.02
825,0.0
826,0.0
827,0.0
828,0.06
829,0.0
830,0.98
831,0.02
832,1.0
833,0.0
834,0.0
835,0.06
836,0.0
837,0.0
838,0.02
839,0.0
840,0.0
841,0.2
842,0.06
843,0.06
844,0.0
845,0.04
846,0.7
847,0.0
848,0.02
849,0.0
850,0.14
851,0.68
852,0.2
853,0.0
854,0.0
855,0.04
856,0.0
857,0.0
858,0.0
859,1.0
860,0.0
861,0.02
862,0.08
863,0.0
864,0.02
865,0.18
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.88
872,0.04
873,0.0
874,0.16
875,0.0
876,0.0
877,0.12
878,0.04
879,0.02
880,0.02
881,0.04
882,0.0
883,0.04
884,0.02
885,0.08
886,0.02
887,0.0
888,0.0
889,0.0
890,0.02
891,0.0
892,0.7
893,0.0
894,1.0
895,0.0
896,0.0
897,0.0
898,0.02
899,0.0
900,0.0
901,0.98
902,0.08
903,0.0
904,0.86
905,0.9
906,0.02
907,0.02
908,0.14
909,0.0
910,0.0
911,0.84
912,0.0
913,0.04
914,0.98
915,0.02
916,0.0
917,0.0
918,0.06
919,0.0
920,0.02
921,0.0
922,0.0
923,0.04
924,0.02
925,0.0
926,0.0
927,0.0
928,0.0
929,0.04
930,0.02
931,0.0
932,0.04
933,0.96
934,0.0
935,0.04
936,0.0
937,0.02
938,0.02
939,0.06
940,0.0
941,0.0
942,0.04
943,0.02
944,0.7
945,0.0
946,1.0
947,0.06
948,0.0
949,0.02
950,0.02
951,0.12
952,0.02
953,0.0
954,0.0
955,0.04
956,0.0
957,0.02
958,0.0
959,0.0
960,0.0
961,0.02
962,0.0
963,0.02
964,0.06
965,0.0
966,0.66
967,0.0
968,0.52
969,0.02
970,0.0
971,0.02
972,0.02
973,0.0
974,0.24
975,1.0
976,0.02
977,0.98
978,0.94
979,0.02
980,0.0
981,0.0
982,0.02
983,0.0
984,0.04
985,0.98
986,0.02
987,0.84
988,0.04
989,0.22
990,0.04
991,0.0
992,0.0
993,0.0
994,0.02
995,0.0
996,0.02
997,0.0
998,0.02
999,0.02
1000,0.88
1001,0.0
1002,0.02
1003,0.0
1004,0.02
1005,0.0
1006,0.0
1007,0.0
1008,0.1
1009,0.04
1010,0.06
1011,0.02
1012,0.0
1013,0.0
1014,0.02
1015,0.04
1016,0.0
1017,0.02
1018,0.84
1019,0.02
1020,0.06
1021,0.0
1022,0.06
1023,0.0
1024,0.06
1025,0.1
1026,0.02
1027,0.98
1028,0.0
1029,0.0
1030,0.58
1031,0.02
1032,0.02
1033,0.02
1034,0.0
1035,0.0
1036,0.02
1037,0.02
1038,0.94
1039,0.02
1040,0.0
1041,0.06
1042,0.0
1043,0.02
1044,0.18
1045,0.14
1046,0.06
1047,0.0
1048,0.04
1049,0.0
1050,0.02
1051,0.06
1052,0.1
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.1
1058,0.0
1059,0.0
1060,0.0
1061,0.04
1062,0.0
1063,0.02
1064,0.1
1065,0.0
1066,0.0
1067,0.0
1068,0.04
1069,0.0
1070,0.0
1071,0.02
1072,0.02
1073,0.0
1074,0.02
1075,0.0
1076,0.02
1077,0.98
1078,1.0
1079,0.04
1080,0.0
1081,0.06
1082,0.08
1083,0.02
1084,0.06
1085,0.04
1086,0.02
1087,0.0
1088,0.04
1089,0.04
1090,0.0
1091,0.0
1092,0.0
1093,0.02
1094,0.02
1095,0.34
1096,0.02
1097,0.02
1098,0.0
1099,0.04
1100,0.0
1101,0.0
1102,0.9
1103,0.0
1104,0.0
1105,0.7
1106,0.02
1107,0.02
1108,0.1
1109,0.06
1110,0.04
1111,0.0
1112,0.02
1113,0.06
1114,0.0
1115,0.58
1116,0.0
1117,0.02
1118,0.0
1119,0.02
1120,0.0
1121,0.94
1122,0.7
1123,0.0
1124,0.02
1125,0.0
1126,0.0
1127,0.0
1128,0.02
1129,0.02
1130,0.0
1131,0.02
1132,0.02
1133,0.96
1134,0.02
1135,0.0
1136,0.8
1137,0.02
1138,0.0
1139,0.02
1140,0.0
1141,0.02
1142,0.88
1143,0.02
1144,0.0
1145,0.02
1146,0.02
1147,0.02
1148,0.0
1149,0.0
1150,0.82
1151,0.0
1152,0.02
1153,0.0
1154,0.02
1155,0.92
1156,0.02
1157,0.0
1158,0.02
1159,0.0
1160,0.08
1161,0.04
1162,0.0
1163,0.0
1164,0.02
1165,0.16
1166,0.0
1167,0.0
1168,0.0
1169,0.02
1170,0.0
1171,0.02
1172,0.02
1173,0.08
1174,0.02
1175,0.04
1176,0.08
1177,0.02
1178,0.0
1179,0.04
1180,0.0
1181,0.02
1182,0.84
1183,0.02
1184,0.06
1185,0.02
1186,0.0
1187,0.0
1188,0.0
1189,0.0
1190,0.02
1191,0.06
1192,0.86
1193,0.86
1194,0.06
1195,0.0
1196,0.0
1197,0.06
1198,0.04
1199,0.0
1200,0.02
1201,0.06
1202,0.06
1203,0.0
1204,0.88
1205,0.0
1206,0.02
1207,0.0
1208,0.02
1209,0.06
1210,0.12
1211,0.02
1212,0.02
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,0.1
1218,0.1
1219,0.0
1220,0.06
1221,0.02
1222,0.02
1223,0.0
1224,0.0
1225,0.0
1226,0.04
1227,0.02
1228,0.04
1229,0.06
1230,0.0
1231,0.98
1232,0.72
1233,0.02
1234,0.04
1235,0.14
1236,0.0
1237,0.0
1238,0.04
1239,0.02
1240,0.88
1241,0.08
1242,0.08
1243,0.0
1244,0.08
1245,0.02
1246,0.06
1247,0.0
1248,0.0
1249,0.06
1250,0.02
1251,0.0
1252,0.0
1253,0.08
1254,0.54
1255,0.0
1256,0.0
1257,0.02
1258,0.0
1259,0.0
1260,0.04
1261,0.0
1262,0.18
1263,0.58
1264,0.0
1265,0.06
1266,0.0
1267,0.02
1268,0.04
1269,0.94
1270,0.0
1271,0.0
1272,0.04
1273,0.96
1274,0.0
1275,0.0
1276,0.86
1277,0.0
1278,0.9
1279,0.04
1280,0.58
1281,0.0
1282,0.06
1283,0.0
1284,0.8
1285,0.06
1286,0.02
1287,0.0
1288,0.02
1289,0.0
1290,0.04
1291,0.02
1292,0.04
1293,0.0
1294,0.04
1295,0.0
1296,0.08
1297,0.02
1298,0.04
1299,0.96
1300,0.0
1301,0.0
1302,0.9
1303,0.04
1304,0.06
1305,0.0
1306,0.56
1307,0.04
1308,0.0
1309,0.04
1310,0.6
1311,0.02
1312,0.02
1313,0.0
1314,0.0
1315,0.02
1316,0.0
1317,0.08
1318,0.0
1319,0.0
1320,0.02
1321,0.08
1322,0.98
1323,0.0
1324,0.0
1325,0.9
1326,0.0
1327,0.7
1328,0.06
1329,0.0
1330,0.06
1331,0.02
1332,0.0
1333,0.02
1334,0.9
1335,0.06
1336,0.08
1337,0.88
1338,0.02
1339,0.96
1340,0.04
1341,0.04
1342,0.02
1343,0.04
1344,0.86
1345,0.96
1346,0.9
1347,0.08
1348,0.0
1349,0.0
1350,0.98
1351,0.06
1352,0.0
1353,0.0
1354,0.0
1355,0.1
1356,0.0
1357,0.04
1358,0.04
1359,0.84
1360,0.0
1361,0.0
1362,0.02
1363,0.0
1364,0.86
1365,0.0
1366,0.04
1367,0.04
1368,0.06
1369,0.02
1370,0.0
1371,0.0
1372,0.0
1373,0.92
1374,0.02
1375,0.04
1376,0.88
1377,0.02
1378,0.1
1379,0.0
1380,0.0
1381,0.02
1382,0.04
1383,0.02
1384,0.0
1385,0.02
1386,0.02
1387,0.0
1388,0.08
1389,0.0
1390,0.0
1391,0.0
1392,1.0
1393,0.04
1394,0.28
1395,0.0
1396,0.08
1397,0.08
1398,0.02
1399,0.1
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.02
1405,0.98
1406,0.0
1407,0.92
1408,0.04
1409,0.04
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.02
1415,0.0
1416,0.0
1417,0.02
1418,0.06
1419,0.0
1420,0.96
1421,0.06
1422,0.06
1423,0.04
1424,0.0
1425,0.0
1426,0.02
1427,0.02
1428,0.04
1429,0.06
1430,0.0
1431,0.04
1432,0.0
1433,0.0
1434,0.06
1435,0.84
1436,0.0
1437,0.04
1438,0.02
1439,0.0
1440,0.0
1441,0.04
1442,0.54
1443,0.0
1444,0.02
1445,0.0
1446,0.0
1447,0.02
1448,0.0
1449,0.06
1450,0.02
1451,0.04
1452,0.02
1453,0.02
1454,0.76
1455,0.08
1456,0.02
1457,0.0
1458,0.0
1459,0.02
1460,0.0
1461,0.02
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.02
1467,0.98
1468,0.04
1469,0.04
1470,0.0
1471,0.0
1472,0.94
1473,0.2
1474,0.0
1475,0.02
1476,0.0
1477,0.0
1478,0.04
1479,0.0
1480,0.02
1481,0.02
1482,0.08
1483,0.08
1484,0.94
1485,0.0
1486,0.0
1487,0.06
1488,0.0
1489,0.02
1490,0.0
1491,0.0
1492,0.04
1493,0.94
1494,0.0
1495,0.02
1496,0.02
1497,0.0
1498,0.02
1499,0.02
1500,0.1
1501,0.06
1502,0.1
1503,0.02
1504,0.02
1505,0.02
1506,0.04
1507,0.0
1508,0.02
1509,0.02
1510,0.24
1511,0.0
1512,0.0
1513,0.1
1514,0.0
1515,0.0
1516,0.68
1517,0.0
1518,0.0
1519,0.0
1520,0.08
1521,0.0
1522,0.0
1523,0.02
1524,0.04
1525,0.04
1526,0.04
1527,0.0
1528,0.64
1529,0.02
1530,0.86
1531,0.96
1532,0.68
1533,0.94
1534,0.64
1535,0.0
1536,0.02
1537,0.76
1538,1.0
1539,0.04
1540,0.0
1541,0.02
1542,0.0
1543,0.0
1544,0.0
1545,0.04
1546,0.0
1547,0.06
1548,0.1
1549,0.0
1550,0.02
1551,0.52
1552,0.02
1553,0.06
1554,0.04
1555,0.0
1556,0.0
1557,0.02
1558,0.0
1559,0.02
1560,0.0
1561,0.0
1562,0.02
1563,0.02
1564,0.0
1565,0.0
1566,0.02
1567,0.04
1568,0.0
1569,0.0
1570,0.02
1571,0.04
1572,0.0
1573,0.0
1574,0.08
1575,0.0
1576,0.0
1577,0.02
1578,0.04
1579,0.04
1580,0.1
1581,0.0
1582,0.0
1583,0.02
1584,0.02
1585,0.68
1586,0.0
1587,0.02
1588,0.02
1589,0.04
1590,0.02
1591,0.0
1592,0.0
1593,1.0
1594,0.02
1595,0.02
1596,0.02
1597,0.02
1598,0.0
1599,0.02
1600,0.0
1601,0.86
1602,0.06
1603,0.0
1604,0.0
1605,0.0
1606,0.06
1607,0.0
1608,0.0
1609,0.0
1610,0.04
1611,0.02
1612,0.02
1613,0.0
1614,0.92
1615,0.02
1616,0.02
1617,0.0
1618,0.0
1619,0.98
1620,0.02
1621,0.04
1622,0.0
1623,0.04
1624,0.02
1625,0.12
1626,0.0
1627,0.0
1628,0.04
1629,0.0
1630,0.04
1631,0.0
1632,0.0
1633,0.02
1634,0.0
1635,0.92
1636,0.02
1637,0.0
1638,0.98
1639,0.0
1640,0.0
1641,0.02
1642,0.04
1643,0.0
1644,0.02
1645,0.06
1646,0.94
1647,0.02
1648,0.0
1649,0.02
1650,0.1
1651,0.9
1652,0.02
1653,0.94
1654,0.0
1655,0.0
1656,0.02
1657,0.0
1658,0.0
1659,0.0
1660,0.06
1661,0.1
1662,0.94
1663,0.0
1664,0.0
1665,0.02
1666,0.0
1667,0.02
1668,0.0
1669,0.0
1670,0.0
1671,0.04
1672,0.02
1673,0.06
1674,0.94
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,1.0
1680,0.04
1681,0.0
1682,0.0
1683,0.04
1684,0.02
1685,0.0
1686,0.0
1687,0.06
1688,0.02
1689,0.0
1690,0.02
1691,0.98
1692,0.9
1693,0.08
1694,0.94
1695,0.0
1696,0.0
1697,0.0
1698,0.0
1699,0.1
1700,0.0
1701,0.98
1702,0.96
1703,0.0
1704,0.94
1705,0.04
1706,0.12
1707,0.92
1708,0.12
1709,0.02
1710,0.0
1711,0.12
1712,0.16
1713,0.98
1714,0.0
1715,0.02
1716,0.0
1717,0.0
1718,0.8
1719,0.02
1720,0.0
1721,0.02
1722,0.02
1723,0.0
1724,0.0
1725,0.0
1726,0.02
1727,0.08
1728,0.26
1729,0.04
1730,0.04
1731,0.96
1732,0.02
1733,0.0
1734,0.0
1735,0.02
1736,0.96
1737,0.0
1738,0.0
1739,0.84
1740,0.06
1741,0.18
1742,0.0
1743,0.18
1744,0.02
1745,0.02
1746,0.58
1747,0.0
1748,0.08
1749,0.0
1750,0.7
1751,0.08
1752,0.94
1753,0.02
1754,0.9
1755,0.04
1756,0.0
1757,0.0
1758,0.0
1759,0.0
1760,0.02
1761,0.0
1762,0.02
1763,0.04
1764,0.74
1765,0.92
1766,0.04
1767,0.0
1768,0.94
1769,0.0
1770,0.0
1771,0.0
1772,0.02
1773,0.04
1774,0.08
1775,0.04
1776,0.0
1777,0.82
1778,0.0
1779,0.04
1780,0.0
1781,0.0
1782,0.04
1783,0.02
1784,0.96
1785,0.0
1786,0.02
1787,0.0
1788,0.1
1789,0.0
1790,0.0
1791,0.0
1792,0.0
1793,0.02
1794,0.98
1795,0.04
1796,0.0
1797,0.06
1798,0.02
1799,0.0
1800,0.14
1801,0.02
1802,0.12
1803,0.02
1804,0.9
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.02
1811,0.0
1812,0.16
1813,0.0
1814,0.02
1815,0.0
1816,0.0
1817,0.0
1818,0.02
1819,0.02
1820,0.0
1821,0.14
1822,0.0
1823,0.04
1824,0.0
1825,0.0
1826,0.02
1827,0.0
1828,0.02
1829,0.04
1830,0.16
1831,0.12
1832,0.04
1833,0.06
1834,0.04
1835,0.12
1836,0.0
1837,0.8
1838,0.04
1839,0.02
1840,0.0
1841,0.02
1842,0.98
1843,0.02
1844,0.84
1845,0.88
1846,0.0
1847,0.0
1848,0.08
1849,0.86
1850,0.54
1851,0.94
1852,0.0
1853,0.0
1854,0.04
1855,0.0
1856,0.0
1857,0.72
1858,0.26
1859,0.0
1860,0.04
1861,0.86
1862,0.8
1863,0.08
1864,0.0
1865,0.94
1866,0.5
1867,0.02
1868,0.0
1869,0.9
1870,0.0
1871,0.0
1872,0.02
1873,0.04
1874,0.0
1875,0.0
1876,0.0
1877,0.0
1878,1.0
1879,0.0
1880,0.86
1881,1.0
1882,0.08
1883,0.0
1884,0.0
1885,0.08
1886,0.0
1887,0.96
1888,0.02
1889,0.56
1890,0.06
1891,0.0
1892,0.94
1893,0.98
1894,0.0
1895,0.0
1896,0.02
1897,0.02
1898,0.94
1899,0.04
1900,0.0
1901,0.04
1902,0.0
1903,0.92
1904,0.82
1905,0.0
1906,0.02
1907,0.0
1908,0.06
1909,0.02
1910,0.0
1911,0.0
1912,0.96
1913,0.0
1914,0.02
1915,0.02
1916,0.0
1917,0.0
1918,0.0
1919,0.98
1920,0.02
1921,0.0
1922,0.18
1923,0.04
1924,0.02
1925,0.0
1926,0.0
1927,0.02
1928,0.04
1929,0.0
1930,0.0
1931,0.04
1932,0.0
1933,0.86
1934,1.0
1935,0.96
1936,0.0
1937,0.02
1938,0.0
1939,0.78
1940,0.0
1941,0.02
1942,0.02
1943,0.0
1944,0.0
1945,0.04
1946,0.0
1947,0.0
1948,0.02
1949,0.0
1950,0.98
1951,0.06
1952,0.0
1953,0.02
1954,0.88
1955,0.0
1956,0.02
1957,0.0
1958,0.0
1959,0.02
1960,0.02
1961,0.0
1962,0.08
1963,0.02
1964,0.0
1965,0.76
1966,0.02
1967,0.04
1968,0.0
1969,0.04
1970,0.1
1971,0.0
1972,0.0
1973,0.1
1974,0.9
1975,0.06
1976,0.0
1977,0.98
1978,0.96
1979,0.02
1980,0.18
1981,0.0
1982,0.04
1983,0.0
1984,0.9
1985,0.0
1986,0.02
1987,0.0
1988,0.0
1989,0.02
1990,0.0
1991,0.0
1992,0.0
1993,0.06
1994,0.0
1995,0.08
1996,0.02
1997,0.02
1998,0.02
1999,0.0
2000,0.0
2001,0.96
2002,0.04
2003,0.0
2004,0.1
2005,0.02
2006,0.0
2007,0.04
2008,0.0
2009,0.0
2010,0.04
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,0.04
2016,0.0
2017,0.02
2018,0.0
2019,0.0
2020,0.12
2021,0.0
2022,0.0
2023,0.0
2024,0.0
2025,0.02
2026,0.02
2027,0.02
2028,0.94
2029,0.94
2030,0.0
2031,0.26
2032,0.04
2033,0.74
2034,0.02
2035,0.0
2036,0.0
2037,0.0
2038,1.0
2039,0.02
2040,0.02
2041,0.0
2042,0.04
2043,0.0
2044,0.02
2045,0.12
2046,0.0
2047,0.0
2048,0.02
2049,0.02
2050,0.02
2051,0.2
2052,0.04
2053,0.1
2054,0.0
2055,0.0
2056,0.04
2057,0.0
2058,0.04
2059,0.94
2060,0.0
2061,0.04
2062,0.0
2063,0.0
2064,0.0
2065,0.02
2066,0.02
2067,0.12
2068,0.0
2069,0.9
2070,0.0
2071,0.02
2072,0.0
2073,0.0
2074,0.0
2075,0.02
2076,0.86
2077,0.04
2078,0.0
2079,0.02
2080,0.02
2081,0.02
2082,0.0
2083,0.0
2084,0.0
2085,0.0
2086,0.04
2087,0.1
2088,0.02
2089,0.0
2090,0.02
2091,0.0
2092,0.06
2093,0.0
2094,0.0
2095,0.02
2096,0.04
2097,0.0
2098,0.0
2099,1.0
2100,0.04
2101,0.0
2102,0.0
2103,1.0
2104,0.0
2105,0.02
2106,0.96
2107,0.98
2108,0.0
2109,0.04
2110,0.0
2111,0.02
2112,0.96
2113,1.0
2114,0.06
2115,0.92
2116,0.02
2117,0.04
2118,0.94
2119,0.8
2120,0.02
2121,0.02
2122,0.08
2123,0.0
2124,0.0
2125,0.04
2126,0.0
2127,0.0
2128,0.0
2129,0.0
2130,0.2
2131,0.0
2132,0.02
2133,0.0
2134,0.0
2135,0.0
2136,0.0
2137,0.04
2138,0.0
2139,0.58
2140,0.18
2141,0.0
